under_18,over_18,default
1.0647651088201786,1.3958676502480487,1.4319041663603331
0.9758719347347977,1.4990123541500964,1.39932240748433
0.9960730792721713,1.46355523537879,1.3107239561633237
1.0608497334374472,1.3267773598888077,1.3881654790473292
1.098399734154745,1.4616370736668642,1.2975409653219208
1.0792699089497484,1.433276301016097,1.2502213252208836
1.0436760672043264,1.453697688148357,1.4031704829254248
1.031051330517476,1.4020816595898535,1.374280896528975
1.1262920739339064,1.440222221079213,1.44683005521408
1.0333980881284228,1.4546936364041767,1.3734409822404832
0.9439331283489955,1.5928070227209512,1.3528598284176605
1.0563613627425654,1.4237946495831035,1.2896294098124552
0.9311831815486011,1.4517245799404572,1.267006633891767
1.002888966362937,1.4706913328043387,1.3019209638896385
1.0802753872960045,1.459872040643609,1.4453272445988912
1.0417976025410336,1.4076482323010344,1.2527134691756505
1.0785254235330803,1.4131083938038718,1.362235354040632
1.037319408955018,1.447340896962304,1.4031704829254248
0.9876270773359618,1.3804637598816376,1.3125128460158935
0.9661517276876447,1.4106089037381093,1.3460677128977963
1.0009766412238377,1.4588935891635868,1.3213628950466085
1.0624152604980845,1.309324464001282,1.3127940652758805
1.0449600915128838,1.40504379848782,1.3631412621419565
1.0124810004579388,1.4357431587622465,1.2330041577106559
0.9748346173918194,1.4053444959763064,1.3904466001469025
1.0421704096415934,1.4468806959164784,1.3530686165300916
1.0837264174782615,1.445408430927824,1.4161569625713546
1.0416632816393931,1.4814885168154261,1.4153658167174457
1.1678243721321087,1.4616767222768785,1.3741108694641406
1.0082876810834815,1.5109151535735448,1.4152886648236747
1.1268515753506816,1.4092674666408225,1.3376606940236746
1.0593752341036895,1.412492894807425,1.2269060088168353
1.091799827463915,1.4420160128018928,1.434089691694532
1.0234768776712588,1.4237326388023483,1.4731013547381593
0.9712418048012962,1.5928070227209512,1.3720489148244774
1.0230488408901905,1.3454817717836898,1.2920871694854383
1.0990337751642898,1.4706913328043387,1.4119102543109343
1.1141093114266862,1.4517219959713383,1.3114040176487094
0.9759844665908138,1.4092674666408225,1.3437670186900659
1.0783090851307537,1.551826163129761,1.3277932985284304
1.1565580684395889,1.4691465908886134,1.3700255245841495
1.063204819709203,1.4689326920947623,1.3911850584066312
1.1912815273451591,1.470350124438059,1.3837498461691646
1.1403309519621383,1.3546490507681639,1.3116305170585005
1.0291873550316122,1.6162209617249703,1.2654034104165117
0.9903362964506602,1.4225591658203935,1.3444681518767587
1.0301578594946135,1.4129805504774784,1.408227445068563
1.103133041410754,1.3683288941562288,1.380332238007077
1.1482793358260537,1.3709760836345974,1.3508448653308698
1.0612649330680515,1.4057708824335875,1.266511269195064
1.135289909769137,1.3965114401927432,1.32674002046934
1.1705357704327606,1.3803005155825072,1.407577672312004
1.0009766412238377,1.4414694330001576,1.4069718626174632
1.0435875303582411,1.521051429653426,1.3761576320720939
0.9758719347347977,1.3987533347575396,1.2690517662065222
1.001664565255202,1.503711879538453,1.4389492887761786
1.0321594329082564,1.4645403860758541,1.4330855255259418
0.9860434026728273,1.3922558065127073,1.3247891908089517
1.086046729417122,1.4203107281862473,1.2838981182158613
1.0520420188215223,1.3589488520510742,1.375030281698785
1.1225717998091151,1.5625923676820657,1.3081769481867758
1.0193240335346025,1.53120027842842,1.3680346599670248
1.1147549970705757,1.4092674666408225,1.2556993152068612
1.1454209111320426,1.433735605892352,1.362235354040632
0.9408365838575692,1.4302867651109337,1.3980668369025722
1.0711479920798481,1.419678230239515,1.3338590516891622
1.0291873550316122,1.3863299105429028,1.5695944684679486
0.9781803766297477,1.5742989724831065,1.413583106272309
1.0541136720637303,1.4192915004325386,1.3683256839912348
1.065513707859687,1.3865824877838808,1.313011867300926
1.0136101540872824,1.5411383871464037,1.2378604013983496
1.055445479481979,1.543524861862157,1.4036865196715052
1.0350583078198217,1.6045088255681814,1.3771493893371687
1.0322928491745669,1.411832487694434,1.3954751209012806
0.9406089806069398,1.344654649848097,1.3091268733424215
1.0719970280225253,1.4192915004325386,1.2761070367333183
1.0754919916291603,1.440222221079213,1.3956468548212757
1.047523036886863,1.38636826280452,1.265115968533575
1.0485099208234978,1.4905473920716958,1.2978651267839116
1.0099055983207652,1.500653913053246,1.2778687487795342
0.9740027291561897,1.4164897766109579,1.397790588374183
1.087808194579187,1.4103463960370146,1.3383595710919285
0.9847195161963095,1.4517219959713383,1.4549495452772598
1.0614053169675577,1.5245214124819428,1.414232233009657
1.1204561853921005,1.4990123541500964,1.2402863387103527
1.0839370692118853,1.404141054906356,1.3396398578349997
1.039827459690048,1.4142510230616872,1.3899041077882985
1.0712574756400852,1.4652666964277123,1.3867103997764745
1.0139061350916942,1.4244128750722544,1.301722781622488
1.1086115851928964,1.4192367623519306,1.3030936948751106
1.0220917911992873,1.5507576629280624,1.3162345647172138
1.0128262476387746,1.4103463960370146,1.3011180219967933
1.020255523062849,1.419678230239515,1.4321326940133288
1.0626028986810656,1.328742049187751,1.3704221683027977
1.032961439327048,1.461992873411758,1.4330855255259418
1.0544485649880504,1.4731145890490163,1.4683107892207847
1.0662394500325079,1.4266102563620493,1.507517598755965
0.9799955856664269,1.440717253261658,1.3460677128977963
1.0509038891661484,1.3457474613104192,1.3116305170585005
1.1064647885301335,1.4420160128018928,1.40298825111495
